#KW at temperature at 0.1 MPa pressure (1 atm)
# From CRC handbook 
# https://hbcp-chemnetbase-com.proxy.library.upei.ca/documents/26_01/26_01_0001.xhtml?dswid=9797

0,   14.946
25,  13.995
50,  13.264
75,  12.696
100, 12.252
150, 11.641
200, 11.310
250, 11.205
300, 11.339
350, 11.920
400, 47.961
450, 47.873
500, 47.638
600, 46.384
700, 43.925
800, 40.785

















